,timedelta
44730,31
44734,18
44735,55
44737,18
44738,15
44740,18
44742,15
44743,7
44745,59
44751,21
44752,10
44757,37
44759,33
44760,44
44761,4
44762,55
44768,34
44770,13
44772,35
44779,25
44784,4
44790,28
44791,15
44792,22
44793,25
44795,13
44798,4
44801,49
44803,47
44804,11
44805,6
44806,45
44811,15
44812,4
44814,2
44819,48
44820,33
44826,26
44830,2
44837,17
44838,6
44840,7
44841,9
44844,30
44846,50
44847,6
44851,18
44852,47
44853,14
44854,36
44856,11
44857,2
44858,47
44861,47
44865,48
44866,29
44867,18
44869,20
44870,2
44875,7
44877,2
44878,19
44884,34
44885,52
44887,31
44892,53
44894,45
44895,43
44900,5
44906,4
44907,6
44908,36
44913,13
44916,52
44917,6
44928,16
44931,42
44938,9
44940,45
44941,46
44944,8
44947,55
44948,22
44952,3
44954,3
44955,17
44957,5
44958,37
44964,27
44965,13
44970,11
44972,18
44978,24
44981,60
44985,47
44987,51
44989,24
44990,42
44992,37
44993,22
44998,58
45000,41
45003,51
45008,31
45011,18
45013,0
45014,42
45022,25
45023,56
45024,39
45025,37
45026,51
45027,9
45031,35
45037,47
45041,32
45042,41
45044,50
45045,39
45047,31
45050,13
45055,41
45056,36
45057,14
45060,54
45064,10
45065,28
45067,54
45069,11
45075,4
45077,32
45080,13
45081,29
45085,2
45086,6
45087,19
45091,10
45094,43
45095,27
45099,2
45101,44
45102,50
45105,9
45108,33
45110,59
45111,23
45114,54
45115,36
45117,47
45120,59
45126,13
45129,57
45136,9
45137,11
45138,51
45143,34
45144,34
45146,31
45148,32
45149,57
45150,22
45165,53
45168,44
45170,43
45175,4
45178,35
45180,41
45181,31
45184,47
45185,2
45186,6
45188,53
45190,12
45192,1
45193,42
45194,31
45199,25
45202,46
45207,4
45208,22
45211,49
45214,50
45215,5
45216,23
45217,22
45218,58
45221,12
45230,57
45233,17
45235,3
45236,38
45238,56
45240,7
45241,33
45245,3
45246,3
45247,58
45248,53
45253,23
45255,38
45256,18
45257,6
45262,9
45265,16
45266,47
45272,14
45273,39
45274,19
45278,28
45279,34
45280,0
45281,24
45282,60
45287,49
45288,52
45291,38
45295,31
45296,20
45298,12
45309,20
45310,38
45311,15
45313,26
45314,23
45315,47
45316,8
45319,35
45321,8
45324,31
45328,10
45329,25
45330,34
45331,11
45334,22
45336,4
45337,33
45338,45
45342,17
45347,52
45348,31
45350,12
45352,31
45353,14
45357,42
45360,35
45362,1
45366,45
45372,16
45373,16
45375,23
45378,57
45380,7
45384,14
45385,26
45386,25
45388,43
45390,17
45392,44
45393,51
45395,7
45398,14
45400,21
45401,53
45405,21
45406,44
45410,54
45414,53
45415,2
45416,23
45417,13
45418,54
45420,32
45422,9
45425,21
45428,15
45430,41
45431,30
45433,42
45434,31
45439,17
45443,53
45446,1
45447,0
45448,45
45452,11
45455,32
45459,38
45461,19
45462,53
45466,58
45470,13
45471,57
45472,16
45477,11
45479,33
45482,4
45484,3
45485,26
45488,52
45491,58
45493,25
45498,43
45499,37
45500,51
45503,10
45505,16
45507,7
45508,41
45510,45
45516,22
45518,32
45521,38
45523,46
45524,10
45525,28
45526,7
45528,40
45529,13
45532,10
45533,27
45536,41
45538,0
45540,36
45542,23
45543,25
45546,24
45549,19
45551,56
45552,8
45553,50
45555,34
45556,43
45559,1
45561,15
45562,31
45563,45
45566,38
45567,56
45569,31
45570,20
45582,29
45583,12
45588,23
45593,15
45594,33
45600,46
45602,43
45607,39
45608,52
45612,21
45613,10
45618,20
45619,11
45624,33
45628,13
45630,5
45634,36
45635,55
45637,11
45641,37
45643,57
45644,10
45649,21
45651,25
45652,39
45658,48
45662,8
45666,0
45667,4
45677,11
45679,51
45681,22
45683,0
45685,47
45686,2
45689,26
45690,27
45694,5
45696,3
45700,49
45703,15
45707,11
45709,19
45710,9
45714,25
45717,15
45722,18
45723,31
45738,6
45740,34
45741,6
45745,2
45746,10
45748,43
45752,2
45753,20
45755,56
45758,46
45759,11
45760,25
45764,9
45768,12
45769,55
45771,7
45776,13
45781,6
45782,56
45783,10
45785,14
45787,22
45790,29
45791,47
45792,28
45802,40
45804,16
45807,48
45811,3
45815,30
45816,5
45817,34
45820,24
45821,39
45824,3
45828,34
45831,45
45835,52
45840,59
45847,3
45850,19
45855,12
45857,43
45858,36
45860,10
45861,20
45862,42
45863,51
45864,46
45866,22
45867,50
45869,54
45873,4
45877,10
45878,39
45879,17
45881,9
45882,7
45886,11
45889,59
45890,8
45892,10
45894,32
45895,29
45897,26
45898,13
45902,26
45903,49
45904,1
45905,25
45910,56
45912,28
45915,50
45916,44
45926,18
45928,15
45929,50
45937,52
45938,56
45939,1
45941,38
45945,56
45946,1
45948,3
45951,3
45953,32
45954,24
45959,34
45960,55
45962,32
45963,23
45964,8
45968,39
45970,29
45971,56
45974,32
45975,11
45978,28
45979,20
45980,3
45986,6
45989,60
45990,47
45992,45
45993,8
45996,37
45997,37
46001,30
46006,29
46009,45
46011,3
46015,51
46016,10
46018,53
46020,59
46024,17
46028,60
46030,13
46037,26
46038,14
46040,28
46041,58
46042,3
46046,12
46047,37
46048,17
46052,47
46054,26
46056,36
46057,7
46059,34
46065,44
46066,46
46072,14
46074,10
46076,21
46077,58
46079,48
46082,8
46083,51
46086,47
46100,5
46103,14
46109,47
46110,15
46111,38
46113,46
46120,39
46125,30
46128,38
46134,43
46135,13
46138,28
46139,11
46140,25
46141,10
46142,26
46146,7
46149,3
46151,10
46155,21
46156,49
46157,59
46159,3
46165,5
46166,25
46167,53
46170,48
46172,24
46174,28
46176,48
46177,3
46179,10
46182,42
46184,43
46188,2
46190,3
46191,60
46192,4
46193,6
46194,12
46198,8
46199,58
46200,34
46203,29
46206,43
46207,6
46212,40
46215,24
46216,32
46218,13
46219,8
46220,55
46221,23
46222,0
46228,20
46233,33
46234,36
46236,13
46240,55
46242,28
46243,30
46249,51
46250,43
46251,27
46253,35
46257,47
46259,56
46260,4
46263,35
46264,27
46269,19
46274,10
46275,17
46276,11
46280,23
46281,8
46287,2
46288,8
46292,6
46297,31
46300,11
46302,26
46304,43
46306,47
46307,60
46313,36
46318,50
46319,35
46323,26
46324,40
46326,3
46327,50
46330,39
46331,59
46333,20
46334,51
46340,15
46342,55
46343,3
46344,40
46345,7
46346,25
46347,3
46351,54
46352,43
46353,8
46359,5
46362,26
46363,43
46365,35
46366,37
46367,49
46372,23
46376,4
46377,4
46380,2
46381,41
46382,4
46383,50
46384,8
46385,37
46386,5
46387,22
46394,45
46395,2
46396,16
46397,13
46404,7
46405,7
46408,5
46409,33
46410,21
46411,36
46412,33
46415,53
46418,12
46422,26
46423,37
46426,16
46428,38
46432,41
46433,8
46436,44
46441,27
46442,15
46446,22
46448,8
46449,46
46450,11
46452,38
46457,38
46463,44
46467,59
46468,17
46469,43
46471,49
46476,47
46481,7
46483,4
46485,37
46489,16
46490,26
46495,23
46498,59
46499,44
46500,15
46504,1
46506,13
46508,27
46510,1
46511,34
46512,28
46518,28
46519,40
46523,3
46527,18
46528,56
46530,38
46532,58
46534,31
46541,57
46543,14
46545,25
46552,13
46554,20
46555,16
46559,19
46567,24
46571,49
46573,9
46574,52
46578,35
46582,6
46583,42
46584,59
46585,22
46586,31
46587,30
46590,16
46593,46
46598,48
46599,49
46600,42
46601,29
46608,14
46613,7
46618,39
46624,6
46626,36
46627,35
46631,12
46632,27
46633,48
46637,2
46638,25
46639,3
46641,52
46648,8
46650,36
46656,17
46657,10
46658,13
46662,3
46667,22
46673,35
46674,35
46678,40
46684,16
46685,32
46687,1
46689,15
46690,34
46692,3
46693,16
46694,12
46695,8
46696,42
46697,20
46701,59
46703,42
46707,35
46711,50
46719,22
46721,51
46722,19
46723,7
46725,21
46726,7
46727,26
46729,0
46735,58
46738,28
46741,29
46742,24
46743,54
46744,48
46749,0
46750,13
46751,3
46754,15
46755,22
46760,50
46761,2
46763,32
46769,15
46770,13
46771,52
46774,14
46775,37
46780,42
46791,37
46793,46
46795,60
46796,29
46801,12
46809,52
46811,14
46815,52
46816,55
46820,32
46822,49
46825,17
46826,57
46827,35
46829,44
46830,3
46833,52
46834,11
46836,37
46838,46
46840,28
46842,7
46850,7
46861,50
46862,57
46864,11
46867,50
46870,39
46872,44
46873,46
46874,35
46875,5
46880,20
46887,6
46893,9
46896,25
46898,38
46899,18
46900,54
46904,48
46905,44
46906,30
46907,28
46908,37
46912,10
46913,28
46914,38
46916,5
46918,18
46919,6
46920,28
46925,31
46928,32
46929,7
46931,25
46932,51
46933,56
46943,36
46944,55
46953,16
46955,42
46956,43
46965,7
46966,60
46968,42
46969,44
46970,0
46972,0
46975,16
46977,20
46984,7
46985,9
46991,39
46992,11
46995,5
47000,32
47006,3
47007,54
47008,8
47009,25
47010,11
47011,28
47012,38
47013,11
47015,35
47017,35
47018,28
47020,34
47022,55
47023,39
47027,57
47030,8
47032,3
47037,5
47040,40
47041,5
47043,50
47045,10
47047,49
47048,24
47049,27
47050,28
47051,59
47052,40
47055,24
47060,29
47061,41
47062,20
47064,50
47066,53
47067,49
47068,22
47070,15
47071,23
47074,55
47079,2
47081,54
47082,15
47083,0
47087,23
47089,16
47092,36
47094,57
47095,18
47096,12
47097,56
47098,2
47099,53
47102,39
47103,12
47104,15
47106,19
47108,56
47109,6
47112,15
47113,33
47115,38
47119,43
47122,17
47124,34
47127,10
47131,1
47133,1
47136,36
47139,24
47141,56
47142,27
47145,27
47146,45
47147,40
47148,16
47149,21
47150,17
47152,34
47155,17
47156,52
47159,5
47165,30
47166,46
47167,57
47168,43
47169,34
47176,15
47178,9
47179,53
47180,19
47181,47
47182,59
47185,28
47188,40
47190,32
47191,45
47198,29
47199,6
47201,31
47202,25
47211,30
47216,18
47217,33
47219,53
47222,9
47224,58
47226,14
47227,6
47228,8
47230,14
47231,47
47234,30
47237,44
47238,0
47241,15
47247,15
47248,23
47249,37
47250,34
47251,40
47254,58
47257,19
47260,42
47264,47
47269,7
47270,1
47271,47
47272,46
47273,46
47274,56
47275,6
47276,20
47279,9
47281,30
47282,14
47286,30
47287,42
47288,18
47289,42
47291,17
47292,34
47294,11
47298,54
47300,27
47304,9
47307,14
47309,22
47311,55
47312,27
47314,9
47315,33
47316,21
47318,58
47319,38
47321,25
47322,34
47323,20
47324,6
47328,56
47330,41
47332,52
47335,49
47336,51
47340,15
47341,42
47345,27
47346,33
47347,43
47348,32
47353,9
47354,18
47357,47
47360,19
47362,45
47365,22
47366,8
47367,24
47370,53
47371,24
47374,52
47377,21
47379,59
47381,28
47383,25
47384,18
47386,55
47388,35
47391,13
47392,26
47393,15
47394,5
47395,39
47397,48
47400,25
47401,23
47404,19
47405,38
47410,37
47415,55
47416,46
47418,5
47419,44
47420,33
47422,5
47424,2
47426,55
47427,31
47428,41
47429,9
47435,16
47436,22
47440,14
47441,24
47443,30
47445,44
47448,44
47449,11
47451,42
47454,22
47460,46
47462,4
47463,10
47464,52
47470,35
47471,51
47474,44
47475,14
47476,13
47477,27
47480,23
47481,26
47482,6
47484,23
47490,21
47491,51
47492,21
47493,16
47494,32
47501,48
47503,3
47504,27
47509,22
47510,11
47511,30
47517,2
47518,8
47524,13
47527,3
47531,27
47534,50
47535,54
47539,27
47544,47
47545,57
47546,39
47548,24
47549,29
47551,23
47553,40
47554,50
47556,25
47557,21
47558,17
47559,47
47560,60
47562,12
47564,13
47566,31
47567,20
47568,59
47569,3
47572,21
47573,41
47574,19
47576,22
47579,11
47580,8
47581,1
47582,29
47587,4
47588,23
47589,28
47592,23
47602,48
47604,50
47606,10
47610,33
47612,40
47613,46
47617,5
47618,57
47619,40
47624,10
47625,20
47626,5
47636,2
47638,10
47640,40
47647,12
47648,23
47650,45
47654,44
47661,51
47664,51
47665,20
47666,1
47667,55
47671,3
47673,60
47674,23
47677,57
47678,59
47680,1
47684,17
47686,13
47689,55
47691,33
47695,60
47698,27
47700,53
47703,4
47705,19
47706,32
47708,10
47712,25
47715,25
47718,20
47722,25
47726,25
47727,42
47729,19
47734,22
47736,23
47737,9
47739,27
47742,8
47747,44
47749,36
47752,7
47753,34
47754,21
47755,5
47757,49
47759,11
47761,56
47764,13
47769,29
47771,32
47773,28
47774,25
47775,22
47777,37
47778,31
47779,60
47780,39
47781,33
47784,31
47786,30
47791,6
47792,46
47794,46
47795,36
47797,2
47799,6
47800,51
47801,8
47802,10
47803,2
47806,33
47808,22
47809,46
47814,44
47815,5
47816,5
47817,7
47819,27
47821,40
47823,12
47827,47
47828,56
47829,2
47831,56
47833,56
47834,20
47840,29
47841,5
47844,60
47845,13
47848,36
47851,21
47856,2
47857,32
47858,25
47859,59
47860,8
47863,21
47868,47
47869,53
47872,48
47873,15
47875,16
47878,27
47879,46
47880,60
47882,28
47886,29
47888,30
47889,54
47891,9
47895,38
47896,34
47899,11
47904,15
47905,23
47908,30
47911,7
47912,109
47913,42
47914,40
47916,59
47917,10
47918,20
47919,60
47920,25
47923,49
47926,3
47927,22
47930,2
47937,51
47938,16
47942,29
47945,34
47948,11
47949,51
47954,40
47955,11
47957,29
47958,17
47959,18
47961,27
47965,43
47966,10
47967,7
47971,31
47972,14
47973,56
47975,35
47978,26
47986,5
47988,23
47992,17
47994,18
47995,26
48000,38
48002,9
48003,6
48005,24
48006,16
48007,152
48008,51
48011,4
48012,3
48014,22
48015,27
48016,11
48018,12
48019,54
48022,9
48024,13
48026,43
48031,40
48035,51
48036,36
48040,20
48043,16
48045,50
48046,16
48047,3
48048,24
48049,12
48050,7
48051,44
48053,44
48055,39
48061,52
48062,50
48064,24
48067,49
48070,1
48071,39
48072,35
48074,41
48075,46
48078,38
48085,17
48088,15
48092,31
48093,3
48094,27
48096,18
48098,46
48100,52
48101,9
48102,43
48103,3
48104,25
48107,4
48108,16
48112,9
48115,21
48118,3
48120,45
48121,52
48122,52
48123,57
48124,48
48126,17
48130,23
48137,2
48140,29
48141,22
48142,2
48143,44
48146,30
48150,40
48151,43
48152,35
48153,25
48154,43
48157,37
48158,34
48160,6
48161,1
48163,30
48169,56
48170,41
48174,22
48178,3
48180,37
48181,3
48182,12
48183,35
48184,8
48187,17
48190,40
48193,30
48199,42
48201,7
48202,2
48203,7
48204,43
48205,4
48206,32
48207,57
48210,49
48211,54
48212,59
48213,17
48214,27
48216,41
48217,40
48218,54
48219,48
48224,12
48227,19
48228,50
48230,20
48232,23
48233,25
48234,47
48235,31
48237,36
48238,40
48240,41
48241,4
48242,1
48243,40
48249,23
48250,24
48251,1
48253,8
48254,19
48255,25
48256,7
48257,13
48258,13
48259,23
48261,2
48262,41
48267,42
48273,5
48274,12
48275,2
48279,7
48280,17
48281,19
48282,58
48286,47
48288,5
48290,7
48291,13
48292,43
48293,14
48294,14
48296,27
48298,10
48299,38
48301,49
48302,52
48305,1
48306,50
48308,29
48311,9
48313,19
48314,2
48315,13
48321,54
48324,60
48325,16
48326,10
48328,43
48329,59
48331,19
48332,55
48333,25
48334,58
48335,41
48336,23
48337,36
48339,6
48340,34
48341,41
48343,55
48346,54
48349,18
48350,23
48353,29
48356,55
48360,0
48364,7
48365,36
48366,53
48368,20
48369,16
48370,19
48375,29
48378,54
48379,18
48385,18
48386,11
48388,52
48389,37
48390,51
48391,47
48393,4
48395,2
48400,40
48401,13
48405,26
48407,33
48408,19
48411,18
48413,12
48415,10
48416,8
48418,41
48419,30
48420,15
48422,18
48426,38
48427,47
48432,25
48433,15
48435,51
48437,20
48438,55
48443,4
48446,0
48454,32
48456,21
48457,5
48459,51
48460,21
48462,1
48463,33
48466,53
48467,54
48468,54
48470,2
48472,32
48478,37
48481,27
48483,14
48484,58
48485,3
48488,31
48489,19
48490,45
48496,4
48500,15
48505,6
48507,45
48508,57
48509,27
48516,41
48520,1
48521,16
48525,10
48526,15
48527,32
48532,4
48535,58
48536,1
48541,50
48542,33
48544,46
48545,7
48548,36
48549,5
48550,51
48552,9
48553,6
48556,6
48557,5
48558,35
48560,38
48561,55
48562,49
48564,59
48567,45
48574,46
48575,38
48576,24
48580,0
48581,27
48584,1
48587,5
48589,0
48593,29
48595,0
48599,47
48602,7
48605,54
48607,15
48608,17
48613,32
48614,52
48616,31
48617,8
48620,22
48621,44
48624,24
48627,40
48629,52
48630,25
48631,60
48632,27
48633,60
48635,12
48638,19
48639,45
48640,56
48641,22
48642,49
48643,19
48645,5
48648,27
48650,30
48654,10
48656,35
48659,55
48662,29
48666,37
48668,9
48671,37
48675,11
48677,17
48678,2
48680,54
48685,1
48688,50
48695,43
48696,29
48697,12
48699,58
48700,8
48702,43
48706,15
48707,8
48708,44
48709,35
48710,46
48711,27
48712,4
48713,9
48721,1
48723,40
48724,12
48726,0
48730,6
48735,19
48736,50
48737,21
48739,13
48741,53
48742,37
48743,6
48745,26
48746,42
48747,37
48750,57
48751,20
48754,18
48755,11
48758,10
48759,57
48760,28
48765,21
48767,17
48768,35
48771,20
48772,42
48773,10
48777,13
48782,28
48783,15
48785,25
48786,46
48788,22
48789,51
48791,49
48792,6
48793,32
48795,20
48798,54
48800,2
48801,1
48805,19
48808,43
48809,27
48810,17
48816,50
48817,1
48819,49
48820,11
48821,14
48826,28
48827,52
48828,32
48829,36
48831,20
48832,25
48833,24
48834,8
48838,22
48842,50
48843,3
48844,19
48845,31
48847,25
48851,6
48853,60
48855,7
48860,53
48861,18
48863,55
48866,3
48868,1
48869,26
48874,44
48875,60
48877,24
48878,29
48883,49
48885,5
48892,58
48893,21
48894,59
48895,45
48896,24
48897,27
48898,30
48899,52
48902,5
48904,56
48906,42
48907,36
48908,18
48909,60
48910,45
48914,47
48915,3
48916,1
48917,1
48934,39
48935,23
48936,10
48940,27
48941,58
48943,36
48944,9
48945,7
48946,59
48947,13
48949,41
48952,6
48953,40
48954,43
48957,6
48958,12
48960,14
48961,10
48962,15
48967,26
48972,6
48973,22
48974,51
48978,32
48979,51
48981,48
48982,19
48983,3
48985,47
48986,7
48987,46
48988,21
48993,33
48996,54
48997,7
49001,6
49005,43
49008,4
49010,11
49012,48
49015,48
49018,6
49020,36
49023,5
49027,3
49030,51
49033,45
49034,11
49036,30
49037,46
49039,11
49040,26
49041,1
49043,7
49048,13
49049,19
49050,27
49051,34
49055,47
49058,2
49059,4
49064,43
49067,21
49070,7
49073,5
49081,20
49082,1
49083,47
49085,22
49086,8
49087,34
49089,41
49090,13
49092,19
49094,59
49096,47
49097,58
49102,27
49105,58
49106,22
49111,29
49115,11
49116,50
49118,48
49120,54
49121,31
49122,1
49128,29
49130,49
49131,19
49132,56
49133,12
49134,27
49136,31
49138,22
49141,54
49147,45
49149,2
49152,10
49153,54
49156,58
49157,18
49159,33
49160,20
49161,31
49162,5
49165,15
49166,9
49167,48
49171,35
49173,7
49174,7
49176,12
49177,36
49181,13
49184,20
49187,22
49188,18
49195,44
49196,13
49197,47
49200,38
49201,16
49202,6
49205,13
49206,7
49211,16
49212,43
49213,59
49215,16
49216,19
49217,30
49218,35
49219,60
49221,59
49222,37
49223,7
49225,35
49226,17
49227,27
49228,58
49231,24
49235,22
49246,30
49248,38
49251,51
49253,28
49254,14
49256,32
49257,40
49258,26
49259,17
49261,3
49263,48
49264,37
49266,3
49267,50
49268,29
49273,37
49274,16
49278,22
49286,41
49287,2
49289,19
49291,10
49295,51
49296,56
49297,42
49298,12
49300,43
49301,6
49309,30
49310,3
49311,39
49312,52
49314,34
49316,49
49318,1
49319,41
49320,3
49324,13
49325,19
49327,6
49328,11
49330,40
49332,37
49337,43
49338,37
49342,15
49345,49
49346,40
49349,52
49350,20
49351,60
49353,19
49358,51
49359,34
49360,32
49362,28
49365,53
49370,41
49371,42
49375,26
49376,52
49377,16
49378,57
49383,6
49388,32
49389,57
49390,19
49394,13
49397,21
49401,4
49403,5
49404,16
49406,17
49409,20
49415,38
49416,20
49418,8
49421,49
49422,18
49423,53
49424,17
49425,40
49426,49
49427,23
49433,54
49434,14
49437,35
49438,36
49441,6
49442,41
49446,11
49448,49
49449,2
49452,45
49454,42
49455,24
49457,36
49459,46
49464,35
49465,28
49466,23
49468,26
49469,39
49472,8
49473,30
49475,14
49476,42
49478,8
49485,1
49488,45
49493,4
49496,4
49500,28
49501,4
49503,45
49504,42
49506,9
49509,21
49511,10
49516,35
49518,34
49520,36
49521,27
49523,56
49524,14
49525,36
49528,46
49532,2
49533,43
49536,59
49538,0
49542,8
49543,42
49546,27
49547,15
49553,21
49555,43
49557,32
49559,55
49561,17
49563,32
49565,54
49566,42
49569,12
49572,15
49576,42
49579,28
49580,48
49582,15
49585,9
49586,8
49589,23
49590,55
49591,33
49595,6
49597,6
49598,32
49602,8
49604,22
49606,47
49608,53
49610,15
49613,38
49614,17
49616,5
49618,39
49619,10
49620,43
49621,48
49623,15
49624,55
49625,40
49627,10
49629,21
49630,28
49632,6
49638,38
49640,38
49641,57
49643,17
49646,9
49648,53
49649,19
49652,58
49658,19
49660,16
49661,28
49662,51
49667,51
49668,47
49670,59
49674,31
49677,41
49679,56
49680,26
49684,57
49685,12
49687,54
49689,5
49691,18
49692,6
49693,26
49695,13
49698,49
49700,26
49701,31
49702,43
49704,4
49705,23
49708,55
49709,24
49712,16
49714,43
49715,7
49717,15
49719,19
49720,40
49721,11
49722,50
49730,60
49736,12
49739,2
49744,53
49747,40
49749,20
49751,50
49752,29
49753,18
49757,1
49758,16
49760,4
49761,5
49763,4
49765,16
49766,35
49767,41
49770,37
49771,4
49772,2
49779,14
49780,3
49783,36
49784,22
49789,59
49790,37
49791,13
49792,53
49793,11
49796,17
49798,3
49806,39
49807,26
49810,54
49813,11
49814,43
49816,31
49818,10
49819,31
49820,5
49822,29
49823,29
49826,42
49828,0
49829,38
49830,55
49831,26
49832,25
49835,40
49837,1
49838,22
49846,54
49852,1
49856,47
49857,39
49858,3
49861,14
49862,41
49864,29
49867,23
49869,36
49870,6
49871,5
49872,39
49873,21
49876,45
49877,16
49878,29
49880,49
49881,29
49882,32
49884,14
49887,19
49893,4
49895,5
49896,17
49898,23
49904,43
49906,24
49911,1
49913,29
49916,52
49917,59
49919,5
49924,19
49926,45
49929,57
49933,47
49934,7
49935,5
49946,5
49947,44
49948,2
49950,42
49951,33
49953,16
49954,54
49963,22
49965,12
49966,10
49969,18
49971,4
49972,1
49973,56
49978,3
49979,32
49982,59
49984,10
49985,23
49986,5
49994,3
49998,5
49999,7
50001,2
50002,2
50006,12
50009,38
50012,59
50013,45
50014,5
50015,13
50016,44
50018,47
50019,10
50022,32
50026,16
50027,26
50032,52
50033,34
50035,45
50039,14
50044,34
50045,8
50049,38
50051,14
50052,26
50054,25
50055,58
50057,36
50062,58
50063,52
50064,28
50065,3
50068,3
50070,15
50071,38
50073,36
50081,3
50082,50
50085,3
50089,47
50092,11
50093,11
50095,20
50096,60
50097,24
50098,28
50099,22
50103,32
50105,58
50106,36
50107,30
50108,1
50115,4
50116,26
50117,52
50121,49
50124,60
50126,6
50127,3
50134,18
50137,4
50138,32
50143,25
50145,26
50148,9
50151,20
50152,2
50155,35
50156,22
